index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month
2950,F,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,-11296,-727,1,0,0,0,,2,-29
2951,F,Y,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13768,-2565,1,0,0,0,Managers,3,-27
2952,F,Y,N,1,360000,Working,Higher education,Widow,House / apartment,-16480,-4023,1,0,0,1,Managers,2,-41
2953,M,Y,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-9662,-831,1,0,0,0,Drivers,1,-4
2954,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-24255,365243,1,0,0,0,,2,-38
2955,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-19565,-3246,1,0,0,0,,2,-19
2956,F,N,N,2,82350,Working,Incomplete higher,Married,With parents,-12154,-4083,1,1,0,0,Cleaning staff,4,-27
2957,F,Y,N,2,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,-10668,-401,1,1,1,0,Sales staff,4,-1
2958,M,Y,N,0,148500,State servant,Secondary / secondary special,Married,House / apartment,-10325,-3026,1,1,0,0,,2,-15
2959,F,Y,Y,0,337500,Working,Higher education,Civil marriage,Office apartment,-14311,-2985,1,0,0,1,Drivers,2,-40
2960,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-22799,365243,1,0,0,0,,2,-8
2961,F,N,Y,0,112500,State servant,Secondary / secondary special,Married,House / apartment,-14432,-4493,1,1,0,1,,2,-45
2962,F,Y,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-15055,-5238,1,1,1,1,Managers,2,-57
2963,F,N,N,2,180000,Working,Higher education,Married,House / apartment,-11905,-1700,1,0,0,0,High skill tech staff,4,-48
2964,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13970,-2213,1,0,0,1,Managers,2,-6
2965,F,Y,Y,0,112500,Commercial associate,Higher education,Married,House / apartment,-11589,-73,1,0,1,1,Core staff,2,-29
2966,F,Y,Y,1,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17297,-521,1,0,1,1,Core staff,3,-49
2967,F,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-20831,-1142,1,0,0,1,Cleaning staff,2,-10
2968,F,N,Y,1,108000,State servant,Secondary / secondary special,Married,House / apartment,-14028,-3277,1,0,0,0,Core staff,3,-52
2969,M,Y,Y,0,270000,State servant,Secondary / secondary special,Married,House / apartment,-11372,-3897,1,0,0,0,Core staff,2,-46
2970,F,N,N,0,234000,Working,Secondary / secondary special,Single / not married,House / apartment,-17960,-1626,1,1,0,0,Cleaning staff,1,-16
2971,F,N,N,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19993,-181,1,0,1,0,Sales staff,2,-11
2972,F,N,Y,1,270000,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-11186,-1753,1,0,0,0,Sales staff,3,-16
2973,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17816,-1285,1,0,0,0,Medicine staff,2,-41
2974,F,Y,N,1,157500,Working,Higher education,Married,House / apartment,-9697,-257,1,0,0,0,Sales staff,3,-21
2975,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-14185,-958,1,0,1,1,Laborers,3,-10
2976,F,N,Y,0,225000,Working,Secondary / secondary special,Married,Office apartment,-19064,-3907,1,1,1,0,,2,-2
2977,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-11202,-1270,1,1,0,0,Core staff,1,-18
2978,M,N,N,2,216000,Working,Secondary / secondary special,Married,House / apartment,-14740,-1040,1,0,1,0,Laborers,4,-3
2979,F,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,-12256,-4031,1,1,1,1,Core staff,2,-43
2980,M,Y,Y,1,324000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-11523,-2522,1,0,1,0,Managers,3,-60
2981,F,N,Y,2,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17004,-1117,1,1,0,0,Private service staff,4,-55
2982,F,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18184,-3021,1,0,1,1,Laborers,1,-4
2983,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-19620,-2196,1,0,0,0,Core staff,2,-43
2984,M,N,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12040,-1707,1,0,0,0,Laborers,3,-53
2985,F,N,Y,0,112500,Working,Incomplete higher,Single / not married,Rented apartment,-8347,-1598,1,0,0,0,Laborers,1,-7
2986,M,Y,Y,0,180000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23289,365243,1,0,1,0,,2,-41
2987,F,N,N,1,157500,Working,Higher education,Married,House / apartment,-13549,-2877,1,0,1,0,Accountants,3,-39
2988,F,N,Y,0,247500,State servant,Higher education,Widow,House / apartment,-19955,-6200,1,0,0,0,,1,-56
2989,F,N,N,0,63000,Commercial associate,Higher education,Married,House / apartment,-14770,-2004,1,0,0,0,Core staff,2,-43
2990,M,N,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15857,-4633,1,0,0,0,Laborers,2,-20
2991,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24324,365243,1,0,0,0,,1,-20
2992,F,N,Y,0,112500,Working,Secondary / secondary special,Married,Rented apartment,-16022,-9052,1,0,0,0,Sales staff,2,-39
2993,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19791,-3172,1,0,1,0,,1,-25
2994,F,N,Y,0,387000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20082,-4979,1,0,0,0,Sales staff,2,-42
2995,M,N,Y,3,202500,Working,Secondary / secondary special,Married,House / apartment,-13702,-3565,1,1,1,0,Laborers,5,-34
2996,M,Y,Y,0,112500,Working,Higher education,Married,House / apartment,-21170,-1281,1,0,0,0,,2,-56
2997,M,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-14071,-3806,1,1,0,0,Laborers,2,-4
2998,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-17344,-553,1,0,0,1,Drivers,2,-46
2999,F,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15123,-2873,1,0,1,0,Sales staff,2,-2
3000,F,N,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,-14842,-8011,1,0,0,0,Managers,2,-49
3001,M,Y,Y,1,270000,Working,Higher education,Married,House / apartment,-14454,-514,1,0,0,0,,3,-28
3002,F,N,Y,0,123750,Working,Secondary / secondary special,Married,House / apartment,-16686,-599,1,0,0,0,Cleaning staff,2,-40
3003,M,Y,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17968,-895,1,1,0,0,Laborers,2,-49
3004,F,Y,Y,0,112500,Commercial associate,Higher education,Married,With parents,-12630,-5145,1,0,0,0,Accountants,2,-54
3005,F,N,N,0,121500,Working,Secondary / secondary special,Single / not married,House / apartment,-14287,-303,1,1,0,0,Laborers,1,-21
3006,F,N,N,2,112500,State servant,Secondary / secondary special,Married,House / apartment,-10150,-1162,1,1,1,0,Core staff,4,-35
3007,M,N,N,0,225000,Commercial associate,Higher education,Married,With parents,-13021,-5082,1,1,0,0,Managers,2,-38
3008,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2,-23
3009,M,Y,Y,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-8362,-711,1,1,0,1,Sales staff,2,-17
3010,F,N,Y,0,121500,Pensioner,Higher education,Widow,House / apartment,-24231,365243,1,0,0,0,,1,-25
3011,M,Y,Y,0,495000,Working,Secondary / secondary special,Single / not married,Rented apartment,-14358,-5373,1,0,0,0,Cooking staff,1,-29
3012,M,Y,N,0,292500,Pensioner,Secondary / secondary special,Married,House / apartment,-18875,365243,1,0,0,0,,2,-52
3013,F,N,N,0,162000,Pensioner,Secondary / secondary special,Married,House / apartment,-21244,365243,1,0,0,0,,2,-38
3014,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,-22887,-2052,1,0,1,0,Drivers,1,-7
3015,M,N,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-12546,-2539,1,0,0,0,Low-skill Laborers,3,-16
3016,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22743,365243,1,0,0,0,,1,-27
3017,F,Y,Y,0,270000,Working,Higher education,Married,House / apartment,-20643,-6456,1,0,0,1,Core staff,2,-47
3018,F,N,Y,0,110250,State servant,Secondary / secondary special,Married,House / apartment,-17782,-2403,1,0,0,1,,2,-29
3019,F,N,Y,3,135000,Working,Secondary / secondary special,Married,House / apartment,-15083,-1664,1,0,0,0,Sales staff,5,-10
3020,M,Y,N,0,157500,State servant,Secondary / secondary special,Separated,House / apartment,-19050,-460,1,1,0,0,Laborers,1,-41
3021,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-17749,-1010,1,1,0,0,,2,-11
3022,F,Y,Y,0,135000,Working,Secondary / secondary special,Separated,House / apartment,-16211,-1406,1,0,0,0,Laborers,1,-52
3023,M,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14346,-302,1,0,0,0,,2,-20
3024,F,N,Y,0,94500,State servant,Higher education,Separated,House / apartment,-18465,-1930,1,1,0,0,Laborers,1,-58
3025,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-19318,-918,1,1,1,0,Laborers,2,-51
3026,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,1,-15
3027,F,N,Y,1,90000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10525,-2135,1,1,1,0,Sales staff,2,-9
3028,F,N,N,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-20459,365243,1,0,0,0,,2,-20
3029,F,N,Y,0,32400,State servant,Secondary / secondary special,Married,House / apartment,-19200,-5637,1,0,0,0,Managers,2,-16
3030,F,Y,Y,1,157500,Working,Higher education,Married,House / apartment,-14785,-4872,1,0,0,0,Managers,3,-48
3031,M,N,Y,0,135000,Pensioner,Higher education,Married,House / apartment,-23325,365243,1,0,0,0,,2,-8
3032,F,N,Y,1,225000,Working,Higher education,Married,House / apartment,-11549,-1086,1,0,0,0,Drivers,3,-7
3033,M,Y,N,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12241,-2893,1,0,0,0,Laborers,3,-35
3034,F,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-21144,-1692,1,0,0,0,Sales staff,2,-25
3035,M,N,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,-16424,-1458,1,0,0,0,Drivers,1,-25
3036,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21289,365243,1,0,0,0,,2,-44
3037,F,N,Y,1,157500,Working,Higher education,Married,House / apartment,-11012,-948,1,0,0,0,Sales staff,3,-13
3038,M,N,Y,0,117000,Pensioner,Secondary / secondary special,Married,House / apartment,-22913,365243,1,0,0,0,,2,-49
3039,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-10102,-551,1,0,0,0,Laborers,2,-26
3040,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-19620,-2196,1,0,0,0,Core staff,2,-11
3041,M,Y,N,2,157500,Working,Secondary / secondary special,Separated,With parents,-13979,-1626,1,0,0,0,Laborers,3,-40
3042,F,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,-18650,-1892,1,0,0,0,Laborers,1,-3
3043,F,N,N,0,112500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22120,365243,1,0,0,0,,1,-51
3044,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3,-1
3045,M,N,N,2,225000,Working,Higher education,Civil marriage,House / apartment,-16768,-3088,1,1,0,0,Laborers,4,-37
3046,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-23360,-469,1,0,0,0,,2,-29
3047,F,Y,N,0,121500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23328,365243,1,0,0,0,,1,-59
3048,F,N,Y,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-14746,-693,1,0,0,0,,1,-29
3049,M,N,N,1,405000,Working,Secondary / secondary special,Married,With parents,-12675,-1328,1,0,0,0,Drivers,3,-53
3050,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-17567,-3917,1,0,0,0,,2,-6
3051,M,Y,N,1,378000,State servant,Higher education,Married,House / apartment,-14264,-2738,1,0,0,0,,3,-48
3052,M,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14451,-4206,1,1,1,0,Drivers,3,-1
3053,F,N,Y,0,175500,Pensioner,Secondary / secondary special,Married,House / apartment,-23442,365243,1,0,1,0,,2,-7
3054,F,Y,Y,0,202500,State servant,Higher education,Single / not married,House / apartment,-22101,-15038,1,0,1,0,,1,-45
3055,F,Y,Y,0,76500,Working,Higher education,Married,House / apartment,-17743,-4205,1,0,0,0,,2,0
3056,F,Y,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,1,0,0,0,Laborers,2,-22
3057,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22204,365243,1,0,1,0,,1,-19
3058,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21289,365243,1,0,0,0,,2,-15
3059,F,Y,N,0,225000,Working,Secondary / secondary special,Widow,House / apartment,-14436,-401,1,0,0,0,Sales staff,1,-10
3060,F,Y,N,1,184500,Working,Higher education,Separated,With parents,-13438,-4447,1,1,0,0,Core staff,2,-23
3061,F,Y,Y,1,202500,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12337,-458,1,0,0,0,Cooking staff,3,-5
3062,F,Y,Y,1,193500,Commercial associate,Higher education,Married,House / apartment,-10716,-491,1,0,0,0,Sales staff,3,-7
3063,M,Y,Y,0,315000,Working,Secondary / secondary special,Single / not married,House / apartment,-12666,-1648,1,0,1,0,Laborers,1,-24
3064,F,N,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,-13766,-73,1,0,0,0,High skill tech staff,4,-56
3065,F,N,Y,1,135000,Working,Secondary / secondary special,Civil marriage,With parents,-10190,-279,1,0,0,0,,3,-39
3066,M,N,Y,1,112500,Working,Higher education,Married,House / apartment,-13682,-5460,1,1,1,0,,3,-3
3067,M,Y,Y,0,110250,Working,Higher education,Single / not married,House / apartment,-14129,-5758,1,0,0,0,,1,-17
3068,F,N,Y,2,144000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15874,-2958,1,1,1,0,Sales staff,4,-24
3069,F,N,N,0,117000,Pensioner,Secondary / secondary special,Married,House / apartment,-23283,365243,1,0,1,0,,2,-1
3070,F,N,N,0,292500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18698,-10758,1,0,0,0,Laborers,2,-35
3071,F,N,Y,0,85500,Working,Secondary / secondary special,Separated,House / apartment,-21708,-15072,1,0,0,0,,1,-10
3072,F,N,N,0,135000,Working,Higher education,Married,House / apartment,-10675,-1284,1,1,0,0,Core staff,2,-49
3073,F,N,N,1,54000,Pensioner,Lower secondary,Married,House / apartment,-12129,365243,1,0,0,0,,3,-8
3074,F,N,Y,1,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14578,-7346,1,0,0,0,Laborers,2,-24
3075,M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-19797,-1009,1,0,0,0,,2,-9
3076,F,N,Y,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-12926,-1241,1,0,0,0,,3,-19
3077,F,Y,N,2,315000,Working,Higher education,Married,House / apartment,-13793,-2653,1,1,1,0,Managers,4,-38
3078,F,Y,Y,1,225000,Working,Higher education,Separated,House / apartment,-14816,-1672,1,0,0,0,Core staff,2,-45
3079,F,Y,Y,1,337500,Commercial associate,Higher education,Married,House / apartment,-14558,-1250,1,0,0,0,High skill tech staff,3,-5
3080,M,Y,N,1,360000,Working,Secondary / secondary special,Married,House / apartment,-12052,-4624,1,0,0,0,Managers,3,-19
3081,F,N,N,2,202500,Working,Secondary / secondary special,Married,House / apartment,-13446,-2720,1,0,0,0,Sales staff,4,-30
3082,F,Y,Y,0,112500,Working,Secondary / secondary special,Widow,House / apartment,-21209,-834,1,0,0,0,Cleaning staff,1,-13
3083,F,N,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,-18141,-5208,1,1,0,0,,3,-2
3084,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22880,365243,1,0,0,0,,2,-30
3085,M,N,Y,0,135000,State servant,Incomplete higher,Single / not married,House / apartment,-8758,-296,1,0,0,0,High skill tech staff,1,-15
3086,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-15595,-3183,1,0,1,0,Laborers,2,-7
3087,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-9811,-2814,1,1,0,0,Laborers,2,-18
3088,M,N,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,-11964,-4280,1,0,0,0,Laborers,4,-22
3089,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,-13600,-338,1,0,1,0,Laborers,4,-17
3090,F,N,Y,1,247500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11380,-1540,1,0,0,1,Laborers,3,-6
3091,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24239,365243,1,0,0,0,,1,-31
3092,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,-18335,-2796,1,0,0,0,Drivers,2,-6
3093,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-23360,-469,1,0,0,0,,2,-16
3094,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-18939,-12179,1,0,0,0,Laborers,1,-38
3095,M,N,Y,2,450000,Commercial associate,Higher education,Married,House / apartment,-12238,-2187,1,1,1,0,Managers,4,-4
3096,M,Y,N,0,121500,Working,Secondary / secondary special,Married,House / apartment,-14869,-6904,1,0,1,0,Laborers,2,-7
3097,F,N,N,0,67500,Working,Secondary / secondary special,Married,Municipal apartment,-18165,-11451,1,0,0,0,Cooking staff,2,-9
3098,F,N,Y,1,144000,Working,Higher education,Civil marriage,House / apartment,-13435,-122,1,1,1,1,Secretaries,3,-40
3099,F,N,N,1,76500,Working,Higher education,Married,House / apartment,-15915,-785,1,1,1,0,Sales staff,3,-11
3100,F,N,Y,0,315000,Working,Secondary / secondary special,Separated,House / apartment,-15256,-3291,1,0,0,0,Laborers,1,-29
3101,F,N,Y,0,67500,Working,Secondary / secondary special,Single / not married,With parents,-9130,-2105,1,0,0,0,High skill tech staff,1,-39
3102,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-17477,-1042,1,0,0,0,,2,-1
3103,F,N,N,0,135000,State servant,Secondary / secondary special,Single / not married,House / apartment,-15429,-1589,1,0,0,0,Core staff,1,-5
3104,F,N,N,1,121500,Working,Secondary / secondary special,Married,House / apartment,-14968,-118,1,0,0,0,Laborers,3,-48
3105,F,Y,N,0,157500,Commercial associate,Secondary / secondary special,Single / not married,With parents,-8076,-596,1,0,0,0,Core staff,1,-11
3106,M,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-12555,-1858,1,0,0,0,Core staff,2,-32
3107,F,N,Y,0,112500,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10244,-279,1,0,1,1,,1,-31
3108,F,Y,Y,0,157500,State servant,Higher education,Married,House / apartment,-12944,-4082,1,0,0,0,,2,-12
3109,F,N,Y,0,81000,Working,Secondary / secondary special,Separated,House / apartment,-15007,-1677,1,1,1,0,Laborers,1,-45
3110,F,Y,Y,0,445500,Commercial associate,Higher education,Married,House / apartment,-12477,-456,1,0,0,0,Managers,2,-16
3111,F,N,N,0,315000,Commercial associate,Higher education,Married,House / apartment,-16188,-309,1,1,1,1,Sales staff,2,-11
3112,M,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,-10640,-1494,1,1,1,0,Laborers,4,-31
3113,M,N,N,1,292500,State servant,Secondary / secondary special,Married,House / apartment,-15437,-7835,1,0,1,0,,3,-42
3114,F,N,Y,3,202500,Working,Incomplete higher,Married,Co-op apartment,-15815,-8535,1,0,1,1,Medicine staff,5,-58
3115,F,Y,Y,1,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-20661,365243,1,0,1,0,,3,-38
3116,M,Y,N,0,540000,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-10499,-1727,1,0,0,0,Sales staff,1,-13
3117,F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,-17795,-2450,1,0,0,1,Managers,2,-20
3118,F,N,N,0,112500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21135,365243,1,0,0,0,,1,-15
3119,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22991,365243,1,0,0,0,,1,-53
3120,F,N,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15281,-254,1,0,0,0,,3,-14
3121,M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,1,0,0,0,Core staff,2,-46
3122,F,N,Y,2,202500,Working,Incomplete higher,Married,House / apartment,-12649,-764,1,0,0,0,,4,-7
3123,M,N,Y,0,607500,Commercial associate,Secondary / secondary special,Married,House / apartment,-19435,-1416,1,0,0,1,Managers,2,-12
3124,M,Y,N,0,112500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21990,365243,1,0,1,0,,2,-31
3125,F,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,-13787,-3082,1,0,0,0,Core staff,4,-25
3126,M,Y,Y,2,265500,Working,Higher education,Married,House / apartment,-11630,-1904,1,0,0,0,Laborers,4,-2
3127,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-18934,-1915,1,0,1,0,Laborers,3,-35
3128,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3,-5
3129,F,N,Y,3,54000,State servant,Secondary / secondary special,Married,House / apartment,-13940,-2133,1,1,1,0,Core staff,5,-32
3130,M,N,Y,0,189000,Working,Incomplete higher,Single / not married,House / apartment,-10076,-248,1,0,0,0,,1,-27
3131,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15256,-4491,1,0,0,0,Laborers,2,-17
3132,M,Y,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,-13119,-2684,1,1,0,0,,3,-36
3133,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-20075,-7013,1,1,1,0,Sales staff,2,-14
3134,F,N,N,0,112500,Working,Higher education,Married,With parents,-10650,-3702,1,1,1,0,Core staff,2,-60
3135,M,Y,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,-14170,-921,1,0,0,0,Managers,2,-18
3136,M,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-23664,365243,1,0,0,0,,2,-37
3137,F,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-17375,-3759,1,0,0,0,,2,-7
3138,M,N,Y,1,202500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14507,-209,1,0,1,0,Drivers,2,-21
3139,F,Y,Y,1,333000,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3,-21
3140,F,N,Y,0,67500,Working,Higher education,Married,House / apartment,-12281,-1508,1,0,0,1,,2,-10
3141,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-14534,-1054,1,0,1,0,High skill tech staff,1,-56
3142,F,N,N,2,225000,Working,Higher education,Single / not married,House / apartment,-12930,-5952,1,1,0,0,Medicine staff,3,-22
3143,F,Y,N,1,450000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19772,365243,1,0,1,0,,3,-21
3144,M,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,-14614,-563,1,0,0,0,Laborers,3,-32
3145,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,1,0,0,0,,2,-60
3146,M,Y,N,0,112500,Pensioner,Higher education,Married,House / apartment,-16804,365243,1,0,0,0,,2,-34
3147,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-19124,-5064,1,0,1,0,Laborers,2,-31
3148,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,With parents,-13689,-1172,1,0,0,0,Sales staff,3,-22
3149,M,N,N,1,315000,Commercial associate,Higher education,Married,House / apartment,-18321,-110,1,0,1,0,,3,-15
3150,F,N,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,-9663,-218,1,0,0,0,,2,-1
3151,F,Y,N,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12309,-1962,1,0,0,0,,2,-43
3152,F,N,Y,0,112500,State servant,Higher education,Married,House / apartment,-13035,-361,1,0,1,0,Core staff,2,-5
3153,F,N,Y,0,306000,Commercial associate,Higher education,Married,House / apartment,-14897,-3435,1,1,1,1,,2,-45
3154,F,N,Y,1,211500,Working,Higher education,Married,House / apartment,-12442,-2330,1,0,0,0,Core staff,3,-17
3155,F,Y,N,0,225000,Working,Secondary / secondary special,Widow,House / apartment,-14436,-401,1,0,0,0,Sales staff,1,-5
3156,F,Y,Y,0,135000,Working,Higher education,Married,House / apartment,-15468,-4834,1,0,0,1,,2,-60
3157,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-16981,-1478,1,0,1,0,,2,-47
3158,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,-8440,-1206,1,0,0,0,Sales staff,2,-10
3159,F,Y,Y,2,225000,Working,Secondary / secondary special,Widow,House / apartment,-10882,-4126,1,1,1,0,Managers,3,-25
3160,F,N,N,0,121500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-21587,-5009,1,0,0,0,Laborers,2,-30
3161,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Separated,House / apartment,-19737,365243,1,0,0,0,,1,-59
3162,F,N,N,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,-14804,-2754,1,0,0,0,Laborers,1,-1
3163,F,N,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,-22181,-14413,1,1,0,0,,2,-59
3164,F,N,N,1,292500,Working,Incomplete higher,Married,House / apartment,-12454,-4030,1,1,1,0,Sales staff,3,-40
3165,F,Y,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2,-34
3166,M,N,Y,1,225000,Working,Higher education,Married,House / apartment,-10382,-1081,1,0,1,0,Sales staff,3,-23
3167,F,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,-14152,-4673,1,0,0,0,,3,-24
3168,F,N,Y,0,40500,Working,Secondary / secondary special,Married,House / apartment,-12729,-4936,1,1,0,0,Cleaning staff,2,-40
3169,M,Y,Y,2,139500,Working,Secondary / secondary special,Married,House / apartment,-11736,-1171,1,0,0,0,,4,-15
3170,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Separated,House / apartment,-20752,365243,1,0,0,0,,1,-23
3171,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,2,-38
